67,137,38,128,Franken,2984,541
68,9,40,192,Memmingen,2962,571
69,137,42,255,Konstanz,2920,497
70,10,44,0,W�rttemberg,2952,555
71,138,46,64,Leiningen,2971,543
72,10,48,128,Breisgau,2933,572
73,138,50,192,Tirol,2977,584
74,10,52,255,Baden,2932,562
75,138,54,0,Elsass,2923,554
76,10,56,64,Salzburg,3008,576
77,139,58,128,Worms,2944,543
78,11,60,192,Pfalz,2936,531
79,139,62,255,W�rzburg,2964,530
80,11,64,0,Trier,2912,533
81,139,66,64,Hessen,2944,515
82,11,68,128,Lippe,2935,505
83,139,70,192,Nassau,2928,517
84,12,72,255,Berg,2919,505
85,140,74,0,K�ln,2911,510
86,12,76,64,M�nster,2924,491
87,140,78,128,Calais,2836,514
88,12,80,192,Artois,2846,524
89,140,82,255,Picardie,2836,530
90,12,84,0,Vlaanderen,2850,510
91,141,86,64,Hainault,2867,522
92,13,88,128,Brabant,2877,514
93,141,90,192,Li�ge,2892,524
94,13,92,255,Luxemburg,2898,537
95,141,94,0,Noord,2886,499
96,13,96,64,Zeeland,2870,498
97,141,98,128,Holland,2882,476
98,14,100,192,Utrecht,2888,488
99,142,102,255,Gelre,2900,486
100,14,104,0,Friesland,2897,466
101,142,106,64,Liguria,2949,638
102,14,108,128,Nice,2918,649
103,85,80,32,Niklas,2923,620
104,14,112,255,Lombardia,2947,615
105,143,114,0,Parma,2959,634
106,15,116,64,Modena,2973,637
107,143,118,128,Brescia,2968,610
108,15,120,192,Verona,2975,615
109,143,122,255,Mantua,2969,625
110,15,124,0,Trent,2980,603
111,143,126,64,Friuli,3006,606
112,16,128,128,Venezia,2996,618
113,144,130,192,Ferrara,2990,630
114,16,132,255,Romagna,2993,642
115,144,134,0,Pisa,2972,662
116,16,136,64,Firenze,2980,652
117,144,138,128,Siena,2983,670
118,16,140,192,Roma,2997,684
119,145,142,255,Ancona,3013,662
120,17,144,0,Abbruzzi,3021,680
121,145,146,64,Napoli,3029,701
122,17,148,128,Apulia,3083,716
123,145,150,192,Calabria,3060,749
124,17,152,255,Messina,3037,764
125,145,154,0,Palermo,3019,764
126,18,156,64,Malta,3030,798
127,146,158,128,Sardinia,2947,710
128,18,32,192,K�rnten,3031,595
129,146,34,255,Krain,3033,609
130,18,36,0,Istria,3025,625
131,146,38,64,Croatia,3056,617
132,18,40,128,Steiermark,3032,580
133,147,42,192,Linz,3035,557
134,19,44,255,Wien,3062,567
135,147,46,0,Sopron,3069,583
136,19,48,64,Dalmatia,3063,658
137,147,50,128,Ragusa,3084,671
138,19,52,192,Zeta,3112,673
139,147,54,255,Hum,3078,653
140,20,56,0,Bosnia,3087,632
141,148,58,64,Serbia,3129,643
142,20,60,128,Corfu,3115,732
143,148,62,192,Albania,3122,716
144,20,64,255,Janina,3129,730
145,148,66,0,Morea,3158,778
146,20,68,64,Athens,3169,756
147,149,70,128,Salonica,3154,733
148,21,72,192,Macedonia,3171,713
149,149,74,255,Edirne,3223,692
150,21,76,0,Bulgaria,3186,662
151,149,78,64,Thrace,3243,698
152,21,80,128,Slavonia,3060,601
153,149,82,192,Pecs,3108,581
154,22,84,255,Ersekujvar,3098,558
155,150,86,0,Szolnok,3137,595
156,22,88,64,Banat,3151,618
157,150,90,128,Partium,3163,580
158,22,92,192,Transylvania,3204,598
159,150,94,255,Silistria,3242,652
160,22,96,0,Oltenia,3178,642
161,151,98,64,Wallachia,3199,629
162,23,100,128,Carpathia,3146,554
163,151,102,192,Crete,3193,812
164,23,104,255,Naxos,3194,774
165,151,106,0,Bern,2922,587
166,23,108,64,Schwyz,2938,594
167,151,110,128,Caux,2821,540
168,24,112,192,Normandie,2803,550
169,152,114,255,Armor,2769,562
170,24,116,0,Finist�re,2746,563
171,152,118,64,Morbihan,2762,573
172,24,120,128,Vend�e,2778,584
173,152,122,192,Labourd,2790,655
174,24,124,255,Gascogne,2797,636
175,153,126,0,Armagnac,2809,653
176,25,128,64,B�arn,2803,664
177,153,130,128,Maine,2799,575
178,25,132,192,Anjou,2801,591
179,153,134,255,Berry,2840,591
180,25,136,0,Poitou,2815,604
181,153,138,64,Valenciennes,2876,537
182,26,140,128,Vermandois,2844,542
183,154,142,192,�le-de-France,2841,556
184,26,144,255,Orl�annais,2836,576
185,147,222,218,Nemours,2855,568
186,26,148,64,Champagne,2866,548
187,154,150,128,Barrois,2891,564
188,26,152,192,Metz,2909,550
189,155,154,255,Lothringen,2905,563
190,27,156,0,Bourbon,2853,603
191,155,158,64,Nevers,2859,584
192,27,32,128,Bourgogne,2886,583
193,155,34,192,Franche-Comt�,2901,581
194,27,36,255,P�rigord,2816,631
195,155,38,0,Limousin,2833,625
196,28,40,64,Toulouse,2831,654
197,156,42,128,Roussillon,2847,675
198,28,44,192,Rouergue,2849,643
199,156,46,255,Auvergne,2852,623
200,28,248,0,Languedoc,2868,651
201,156,50,64,Toulon,2887,656
202,28,52,128,Avignon,2885,646
203,157,54,192,Lyonnais,2880,617
204,29,56,255,Dauphin�,2893,630
205,157,58,0,Savoie,2904,618
206,29,60,64,Galicia,2674,666
207,157,62,128,Asturias,2713,662
208,29,64,192,Le�n,2711,673
209,157,66,255,Vizcaya,2766,666
210,30,68,0,Navarra,2782,675
211,158,70,64,Pirineo,2804,681
212,30,72,128,Girona,2847,685
213,158,74,192,Barcelona,2834,694
214,30,76,255,Zaragoza,2800,696
215,158,78,0,Castilla La Vieja,2731,698
216,30,80,64,Salamanca,2711,708
217,159,82,128,Madrid,2750,713
218,31,84,192,Badajoz,2706,751
219,159,86,255,Toledo,2746,730
220,31,88,0,Val�ncia,2798,725
221,159,90,64,Murcia,2783,761
222,31,92,128,Almer�a,2769,774
223,159,94,192,Granada,2752,774
224,32,96,255,Andaluc�a,2716,772
225,160,98,0,C�rdoba,2731,761
226,32,100,64,Gibraltar,2721,791
227,160,102,128,Lisboa,2665,737
228,32,104,192,Beira,2691,720
229,160,106,255,Beja,2680,762
230,32,108,0,Algarve,2678,774
231,161,110,64,Porto,2675,694
232,33,112,128,Bragan�a,2694,696
233,166,203,93,Cornwall,2731,521
234,33,116,255,Wessex,2782,506
235,161,118,0,Kent,2817,505
236,33,120,64,London,2805,495
237,161,122,128,Oxfordshire,2789,492
238,34,124,192,Essex,2816,491
239,162,126,255,Gloucestershire,2771,493
240,34,128,0,Shrewsbury,2765,479
241,162,130,64,Glamorgan,2753,495
242,34,132,128,Gwynedd,2747,466
243,162,134,192,Lincoln,2802,464
244,34,136,255,Lancashire,2764,447
245,163,138,0,Yorkshire,2777,445
246,35,140,64,Northumberland,2776,423
247,163,142,128,Cumbria,2761,432
248,35,144,192,Lothian,2754,402
249,163,146,255,Ayrshire,2737,416
250,35,148,0,Perth,2745,390
251,163,150,64,Aberdeen,2762,376
252,36,152,128,Inverness,2732,380
253,164,154,192,Outer Hebrides,2699,360
254,36,156,255,Poznan,3064,482
255,164,158,0,Kalisz,3084,494
256,36,32,64,Plock,3120,475
257,164,34,128,Mazovia,3138,491
258,36,36,192,Lodz,3101,502
259,165,38,255,Sandomir,3139,511
260,37,40,0,Galicien,3157,507
261,165,42,64,Halicz,3206,562
262,37,44,128,Krakow,3113,523
263,165,46,192,Ratibor,3094,529
264,37,48,255,Breslau,3074,506
265,165,50,0,Moravia,3061,540
266,38,52,64,Bohemia,3034,528
267,166,54,128,Plsen,3016,535
268,38,56,192,Bessarabia,3219,584
269,166,58,255,Podlasia,3161,477
270,38,60,0,Troki,3188,436
271,166,62,64,Samogitia,3161,408
272,38,64,128,Lithuania,3212,437
273,167,66,192,Letgallen,3231,394
274,39,68,255,Pskov,3247,354
275,167,70,0,Polotsk,3259,404
276,39,72,64,Minsk,3237,448
277,167,74,128,Grodno,3178,484
278,39,76,192,Polesia,3210,486
279,167,78,255,Volhynia,3201,506
280,40,80,0,Kiev,3275,514
281,168,82,64,Podolia,3237,548
282,40,84,128,Yedisan,3281,586
283,168,86,192,Zaporozhia,3337,569
284,40,88,255,Crimea,3336,618
285,168,90,0,Kaffa,3359,627
286,40,92,64,Azow,3415,585
287,169,94,128,Kouban,3413,612
288,41,96,192,Cherkassk,3460,562
289,169,98,255,Chernigov,3304,495
290,41,100,0,Poltava,3348,539
291,169,102,64,Kharkov,3382,533
292,41,104,128,Mogilyov,3279,460
293,169,106,192,Smolensk,3309,433
294,42,108,255,Tver,3368,384
295,170,110,0,Moskva,3387,411
296,42,112,64,Kaluga,3366,431
297,74,227,77,Bryansk,3339,453
298,42,116,192,Kursk,3378,500
299,170,118,255,Voronezh,3417,508
300,42,120,0,Tula,3394,448
301,171,122,64,Ryazan,3424,438
302,43,124,128,Tambow,3444,472
303,171,126,192,Saratow,3513,499
304,43,128,255,Pensa,3498,458
305,171,130,0,Perm,3680,382
306,43,132,64,Nijni-Novgorod,3502,394
307,171,134,128,Vladimir,3435,417
308,44,136,192,Yaroslavl,3421,366
309,172,138,255,Olonets,3337,277
310,44,140,0,Novgorod,3301,343
311,172,142,64,Kholm,3281,359
312,44,144,128,Vologda,3393,299
313,72,0,240,Archangelsk,3360,228
314,44,148,255,Ustyug,3422,330
315,173,150,0,Finnmark,3191,60
316,45,152,64,Kocaeli,3274,709
317,173,154,128,H�davendigar,3254,723
318,45,156,192,Sugla,3229,757
319,173,158,255,Mentese,3254,778
320,45,32,0,Rhodes,3235,790
321,173,34,64,Cyprus,3324,815
322,46,36,128,K�tahya,3265,738
323,174,38,192,Konya,3306,758
324,46,40,255,Karaman,3323,773
325,174,42,0,Kastamonu,3329,696
326,46,44,64,Ankara,3311,729
327,174,46,128,Adana,3359,774
328,46,48,192,Sinop,3353,696
329,175,50,255,Sivas,3386,733
330,47,52,0,Trebizond,3425,709
331,175,54,64,Erzurum,3448,726
332,47,56,128,Marash,3380,760
333,175,58,192,The Baleares,2852,731
334,47,60,255,Tangiers,2715,811
335,175,62,0,Mellila,2749,817
336,48,244,64,Tlemcen,2785,827
337,176,66,128,Oran,2795,807
338,48,68,192,Al-Djazair,2850,791
339,176,70,255,Kabylia,2883,790
340,48,72,0,Constantine,2917,799
341,176,74,64,Tunis,2966,790
342,48,76,128,Toubkhal,2703,838
343,177,78,192,Fez,2739,830
344,49,80,255,Marrakech,2683,871
345,177,82,0,Safi,2665,869
346,49,84,64,Figuig,2735,878
347,177,86,128,Ifni,2622,941
348,49,88,192,Sus,2675,907
349,177,90,255,Atlas,2769,855
350,50,92,0,Aures,2858,838
351,178,94,64,Biskra,2901,825
352,50,96,128,Gafsa,2935,844
353,178,98,192,Tataouine,2968,852
354,50,100,255,Tripolitania,3013,863
355,178,102,0,Sirt,3080,897
356,50,104,64,Cyrenaica,3128,882
357,179,106,128,Darnah,3161,867
358,51,108,192,Alexandria,3259,893
359,179,110,255,Fayyum,3281,921
360,51,112,0,Qus,3321,973
361,179,114,64,Cairo,3293,910
362,51,116,128,Rosetta,3283,884
363,179,118,192,Damietta,3298,885
364,52,120,255,Gaza,3333,889
365,180,122,0,Sinai,3337,917
366,52,124,64,The Canarias,2579,933
367,180,126,128,The Azores,2385,758
368,52,128,192,Madeira,2541,856
369,180,130,255,Orkney,2759,335
370,52,132,0,Reykjavik,2478,150
371,181,134,64,Akureyri,2544,146
372,53,136,128,Tyrone,2695,435
373,181,138,192,Meath,2705,452
374,53,140,255,Leinster,2703,475
375,181,142,0,Munster,2669,467
376,53,144,64,Connaught,2659,451
377,181,146,128,Aleppo,3388,794
378,54,148,192,Tripoli,3370,821
379,182,150,255,Jerusalem,3352,887
380,54,152,0,Al Karak,3369,883
381,182,154,64,Ajlun,3368,867
382,54,156,128,Damascus,3374,845
383,182,158,192,Tabuk,3379,932
384,54,32,255,Medina,3421,985
385,183,34,0,Mecca,3432,1041
386,55,36,64,Bishah,3479,1088
387,183,38,128,Mokha,3490,1186
388,55,40,192,Aden,3521,1178
389,183,42,255,Mukalla,3553,1164
390,55,44,0,Sana'a,3493,1148
391,183,46,64,Najran,3509,1108
392,56,48,128,Al-Arid,3540,995
393,184,50,192,Jabal Shammar,3455,952
394,56,52,255,El Catif,3561,953
395,184,54,0,Qatar,3600,992
396,56,56,64,Bahrain,3594,972
397,184,58,128,Bani Yas,3641,1012
398,56,60,192,Qawasim,3673,995
399,185,62,255,Suhar,3689,1005
400,57,64,0,Muscat,3718,1021
401,185,66,64,Dhofar,3651,1116
402,57,68,128,Mahra,3602,1145
403,185,70,192,Nizwa,3693,1032
404,57,72,255,Liwa,3650,1025
405,185,74,0,Tadmor,3412,828
406,58,76,64,Haditha,3468,832
407,186,78,128,Ar Raqqa,3422,798
408,58,80,192,Basra,3552,901
409,186,82,255,Karballa,3487,857
410,58,84,0,Baghdad,3501,846
411,186,86,64,Mosul,3479,791
412,58,88,128,Ahvaz,3572,887
413,187,90,192,Lorestan,3567,848
414,59,92,255,Hamadan,3574,823
415,187,94,0,Kirkuk,3499,812
416,59,96,64,Azerbaijan,3533,762
417,187,98,128,Gilan,3587,780
418,59,100,192,Diyarbakir,3432,761
419,187,102,255,Yerevan,3500,720
420,60,140,0,Ganja,3526,712
421,188,106,64,Shirvan,3571,727
422,60,108,128,Imereti,3476,681
423,188,110,192,Kartli,3505,700
424,60,112,255,Ardabil,3549,749
425,188,114,0,Dagestan,3565,699
426,60,116,64,Amol,3609,790
427,189,118,128,Shahrud,3668,809
428,61,120,192,Rey,3608,807
429,189,122,255,Isfahan,3616,857
430,61,124,0,Bushehr,3605,918
431,189,126,64,Hormuz,3687,945
432,61,128,128,Kerman,3709,891
433,189,130,192,Dash-i-Lut,3671,872
434,62,132,255,Quhistan,3754,948
435,190,134,0,Sistan,3752,894
436,62,136,64,Birjand,3734,856
437,190,138,128,Atak,3693,748
438,62,140,192,Kara Kum,3703,717
439,190,142,255,Mangyshlak,3633,647
440,62,144,0,Qaraqalpak,3750,662
441,191,146,64,Khiva,3767,713
442,63,148,128,Bukhara,3809,728
443,191,150,192,Ust Yurt,3674,664
444,63,152,255,Charjuy,3794,762
445,191,154,0,Marv,3783,788
446,63,156,64,Herat,3783,821
447,191,158,128,Kandahar,3837,882
448,64,32,192,Gazni,3872,856
449,192,34,255,Ghor,3813,840
450,64,36,0,Balkh,3856,804
451,192,38,64,Kabul,3871,826
452,64,40,128,Badakhshan,3923,793
453,192,42,192,Qarshi,3823,754
454,64,44,255,Samarkand,3847,744
455,193,46,0,Kyrzyl-Kum,3805,676
456,65,48,64,Turkestan,3843,620
457,193,50,128,Tashkent,3891,708
458,65,52,192,Kokand,3918,747
459,193,54,255,Taraz,3939,651
460,65,56,0,Uzkend,3931,720
461,193,58,64,Zhetysu,4026,644
462,66,60,128,Mingrelia,3460,675
463,194,62,192,Circassia,3439,637
464,66,64,255,Astrakhan,3548,604
465,194,66,0,Nogay,3644,592
466,66,68,64,Sarai,3522,562
467,194,70,128,Borisoglebsk,3454,519
468,66,72,192,Khazaria,3481,586
469,195,74,255,Ryn,3584,578
470,67,76,0,Bayuly,3640,549
471,195,78,64,Alimuly,3701,596
472,67,80,128,Zhetyru,3697,538
473,195,82,192,Samara,3574,478
474,67,84,255,Yaik,3588,509
475,195,86,0,Bashkortostan,3668,443
476,68,88,64,Kypshak,3890,536
477,196,90,128,Nadym,3936,584
478,68,92,192,Argyn,4021,532
479,196,94,255,Kerey,3906,473
480,68,96,0,Kulunda,4117,426
481,196,98,64,Bermuda,1827,635
482,68,100,128,Bahamas,1598,769
483,197,102,192,Turks Islands,1664,824
484,69,104,255,Havana,1521,812
485,197,106,0,Moron,1573,825
486,69,108,64,Guantamano,1620,852
487,197,110,128,Jamaica,1599,886
488,69,112,192,Les Cayes,1658,882
489,197,114,255,Tortuga,1669,859
490,70,116,0,Barahonas,1713,878
491,198,118,64,Curacao,1720,978
492,70,120,128,Puerto Rico,1768,885
493,198,122,192,St. Thomas,1798,887
494,70,124,255,St. Martin,1830,899
495,198,126,0,St. Kitts,1838,907
496,70,128,64,Antigua,1846,918
497,199,130,128,Guadelopue,1849,930
498,71,132,192,Dominica,1854,943
499,199,134,255,Martinique,1855,956
500,71,136,0,St. Lucia,1848,975
501,199,138,64,Barbados,1876,967
502,71,140,128,Trinidad,1852,1008
503,199,142,192,Kutch,3896,1013
504,72,144,255,Thatta,3864,993
505,200,146,0,Sehwan,3860,960
506,72,148,64,Multan,3928,905
507,200,150,128,Lahore,3972,880
508,72,152,192,Kashmir,3973,834
509,200,154,255,Kangra,4007,866
510,72,156,0,Sirhind,3998,893
511,201,158,64,Garhwal,4033,898
512,73,32,128,Jangladesh,3950,932
513,201,34,192,Jaisalmer,3915,952
514,73,36,255,Marwar,3941,962
515,201,38,0,Girnar,3911,1049
516,73,40,64,Baroda,3956,1036
517,201,42,128,Surat,3950,1054
518,74,44,192,Chittorgarh,3977,995
519,202,46,255,Dundhar,3996,956
520,74,48,0,Mewat,4002,940
521,202,50,64,Rajkot,3909,1039
522,74,52,128,Delhi,4015,932
523,202,54,192,Oudh,4073,967
524,74,56,255,Central Doab,4030,948
525,203,58,0,Gird,4022,974
526,75,60,64,Mandu,3991,1031
527,203,62,128,Khandesh,3999,1045
528,75,64,192,Hadoti,3999,996
529,203,66,255,North Konkan,3949,1086
530,75,68,0,South Konkan,3954,1121
531,203,70,64,North Kanara,3974,1181
532,76,72,128,Raichur Doab,4019,1140
533,204,74,192,Mysore,4003,1210
534,76,76,255,Malabar,3998,1225
535,204,78,0,Kochin,4000,1235
536,76,80,64,Madurai,4030,1245
537,204,82,128,Venad,4005,1251
538,76,84,192,Kongu,4013,1224
539,205,86,255,Tondainadu,4052,1181
540,77,88,0,Coromandel,4049,1207
541,205,90,64,Vijayanagar,4002,1161
542,77,92,128,Golconda,4032,1113
543,205,94,192,Velanadu,4070,1133
544,77,96,255,Ahmadnagar,3991,1096
545,205,98,0,Marathwada,3985,1075
546,78,100,64,East Berar,4047,1056
547,206,102,128,Bastar,4075,1097
548,78,104,192,West Berar,4010,1055
549,206,106,255,Kalingandhra,4094,1112
550,78,108,0,Mahakoshal,4052,1014
551,206,110,64,Mandla,4071,1028
552,78,112,128,Cuttack,4150,1070
553,207,114,192,Sambalpur,4116,1041
554,79,116,255,Baisi Rayja,4088,927
555,207,118,0,Jaunpur,4093,977
556,79,120,64,Lower Doab,4080,988
557,207,122,128,Katmandu,4142,940
558,79,124,192,Patna,4132,990
559,207,126,255,Bundelkhand,4034,986
560,80,128,0,Jharkand,4140,1018
561,208,130,64,Bengal Delta,4191,1041
562,80,132,128,Koch,4196,964
563,208,134,192,Gauda,4182,983
564,80,136,255,Dacca,4215,1008
565,208,138,0,Bhutan,4203,950
566,80,140,64,Assam,4276,961
567,209,142,128,Sylhet,4239,996
568,81,144,192,Chittagong,4247,1037
569,209,146,255,Bijapur,3986,1129
570,81,148,0,Naga,4275,972
571,209,150,64,Darrang,4246,962
572,81,152,128,Kotte,4059,1297
573,209,154,192,Kachar,4259,991
574,82,156,255,The Andamans,4256,1214
575,210,158,0,Eastern Makran,3797,978
576,82,32,64,Indus,3844,938
577,210,34,128,Quetta,3860,892
578,82,36,192,Khyber,3924,834
579,210,38,255,Arakan,4261,1061
580,82,40,0,Chin,4274,1033
581,211,42,64,Sagaing,4296,1036
582,83,44,128,Kachin,4320,1002
583,211,46,192,Hsenwi,4342,1021
584,83,48,255,Kyuakse,4302,1047
585,211,50,0,Toungoo,4313,1094
586,83,52,64,Pegu,4312,1112
587,211,54,128,Keng Tung,4361,1053
588,84,56,192,Mongnai,4338,1060
589,212,58,255,Chiang Mai,4342,1096
590,84,60,0,Moulmein,4327,1119
591,212,62,64,Tenasserim,4344,1176
592,84,64,128,Ratchaburi,4352,1169
593,212,66,192,Ligore,4368,1276
594,84,68,255,Pattani,4389,1300
595,213,70,0,Perak,4384,1326
596,85,72,64,Malacca,4407,1363
597,213,74,128,Johor,4423,1371
598,85,76,192,Pahang,4407,1342
599,213,78,255,Kelantan,4399,1317
600,85,80,0,Ayutthaya,4373,1167
601,213,82,64,Sukthothai,4352,1118
602,86,84,128,Chian Rai,4363,1084
603,214,86,192,Rayong,4395,1185
604,86,88,255,Udong,4426,1211
605,214,90,0,Prei Nokoi,4473,1220
606,86,92,64,Panduranga,4496,1218
607,214,94,128,Vijaya,4505,1176
608,86,96,192,Champassak,4467,1153
609,215,98,255,Siem Reap,4440,1184
610,87,100,0,Binh Tri Thien,4447,1081
611,215,102,64,Thakhek,4439,1105
612,87,104,128,Khorat,4405,1158
613,215,106,192,Thang Long,4450,1055
614,87,108,255,Vientiane,4400,1099
615,215,110,0,Luang Prabang,4401,1074
616,88,112,64,Viet Bac,4453,1035
617,216,114,128,Aceh,4302,1323
618,88,116,192,Aru,4357,1356
619,216,118,255,Minangkabau,4347,1366
620,88,120,0,Siak,4396,1391
621,216,122,64,Benkulen,4417,1463
622,88,124,128,Palembang,4438,1448
623,217,126,192,Lampung,4446,1471
624,89,128,255,Banten,4463,1500
625,217,130,0,Priangan,4495,1515
626,89,132,64,Mataram,4517,1518
627,217,134,128,Blambangan,4582,1526
628,89,136,192,Surabaya,4556,1513
629,217,138,255,Demak,4538,1507
630,90,140,0,Sunda,4478,1498
631,218,142,64,Bali-Lombok,4603,1531
632,90,144,128,Sumbawa,4646,1535
633,218,146,192,Flores,4709,1533
634,90,148,255,Sumba,4678,1553
635,218,150,0,Timor,4741,1555
636,90,152,64,Brunei,4598,1335
637,219,154,128,Sabah,4624,1310
638,91,156,192,Kutei,4627,1395
639,219,158,255,Banjarmasin,4606,1439
640,91,32,0,Sukadane,4515,1388
641,219,34,64,Makassar,4679,1473
642,91,36,128,Bone,4707,1452
643,219,38,192,Pose,4706,1419
644,92,40,255,Menade,4755,1372
645,220,42,0,Buru,4782,1451
646,92,44,64,Ambom,4810,1455
647,220,46,128,Ceram,4826,1448
648,92,48,192,Halmahera,4807,1383
649,220,50,255,Ternate,4800,1372
650,92,52,0,Tidore,4797,1413
651,221,54,64,Sulu,4697,1305
652,93,56,128,Maguindanae,4753,1294
653,221,58,192,Tagoloan,4751,1271
654,93,60,255,Samar,4757,1208
655,221,62,0,Palawan,4647,1256
656,93,64,64,Manila,4694,1171
657,221,66,128,Samtoy,4690,1113
658,94,68,192,Cagayan,4707,1122
659,222,70,255,Riau,4438,1407
660,94,72,0,Xishuan Banna,4378,1040
661,222,74,64,Dali,4372,984
662,94,76,128,Yunnan,4417,987
663,222,78,192,Wenshan,4427,1015
664,94,80,255,Guangxi,4466,1008
665,223,82,0,XXX,4556,1027
666,95,84,64,Hainan,4528,1081
667,223,86,128,Guangzhou,4577,1024
668,95,88,192,Macau,4576,1035
669,223,90,255,Fuzhou,4667,966
670,95,92,0,Ganzhou,4605,977
671,223,94,64,Changsha,4569,930
672,96,96,128,Chenzhou,4535,914
673,224,98,192,Bozhou,4496,966
674,96,100,255,Guiyang,4459,968
675,224,102,0,Liangshan,4430,953
676,96,104,64,U-Tsang,4203,920
677,224,106,128,Qamdo,4241,905
678,96,108,192,Kham,4374,908
679,225,110,255,Sichuan Pendi,4440,891
680,97,112,0,Shenquing,4490,904
681,225,114,64,Yichuan,4524,893
682,97,116,128,Hanyang,4587,887
683,225,118,192,Nanchang,4604,926
684,97,120,255,Hangzhou,4674,899
685,225,122,0,Huai'an,4682,856
686,98,124,64,Anqing,4630,893
687,226,126,128,Running,4563,847
688,98,128,192,Kaifeng,4587,822
689,226,130,255,Fengyuan,4488,849
690,98,132,0,Shandong Bandao,4661,795
691,226,134,64,Jinan,4632,783
692,98,136,128,Handan,4585,798
693,227,138,192,Sanguan,4548,771
694,99,140,255,Changzhi,4543,801
695,227,142,0,Beijing,4629,752
696,99,144,64,Xuan Fu,4607,739
697,227,146,128,Datong,4577,725
698,99,148,192,Guyuan,4462,762
699,227,150,255,Lanzhou,4434,797
700,100,152,0,Shaanxi,4511,830
701,228,154,64,Ordos,4517,739
702,100,156,128,Ulaanchab,4549,708
703,228,158,192,Chengde,4648,693
704,100,32,255,Liaoxi,4684,710
705,228,34,0,Dangla,4296,838
706,100,36,64,Amdo,4252,765
707,229,38,128,Yumen,4290,717
708,101,40,192,Gansu,4356,734
709,229,42,255,Ningxia,4447,737
710,101,44,0,Hotan,4054,802
711,229,46,64,Qarqan,4172,774
712,101,48,128,Uighuristan,4061,726
713,229,50,192,Kuruk Tag,4216,642
714,102,52,255,Dzungaria,4162,581
715,230,54,0,Urumqi,4160,645
716,102,56,64,Tannu Tuva,4284,497
717,230,58,128,Selenge,4528,570
718,102,60,192,Govi Altay,4245,579
719,230,62,255,Khangai,4310,559
720,102,64,0,Dorno Govi,4473,664
721,231,66,64,Dornod,4576,598
722,103,68,128,Chahar,4699,631
723,231,70,192,Xilin Gol,4623,631
724,103,72,255,Yakesa,4694,508
725,231,74,0,Hinggan,4742,577
726,103,76,64,Liaodong,4727,676
727,231,78,128,Heilongjiang,4809,546
728,104,80,192,Sanxing,4788,570
729,232,82,255,Wusuli,4948,571
730,104,84,0,Haixi,4785,651
731,232,86,64,Ninguta,4842,598
732,104,88,128,Hamheung,4796,723
733,232,90,192,Hwangju,4764,754
734,104,92,255,Gangwon,4801,764
735,153,134,173,Hanseong,4787,765
736,217,164,164,Sangju,4815,790
737,233,98,128,Jeonju,4788,805
738,105,100,192,Taiwan,4687,1027
739,233,102,255,Kashgar,3984,733
740,105,104,0,Chanderi,4017,1002
